TARGET,ID,COMPANY,SALARY,JOBTIME
1,129,HyperNet,218947,2.28342161253
0,130,SpeakTown,15907,1.32243424812
1,131,Embeedo,198084,3.49702697797
1,132,SpeakTown,127685,4.062591669
1,133,SpeakTown,97632,4.97267851877
1,134,Embeedo,213086,2.15880160892
1,135,Breaxit,138167,0.889324285935
1,136,Breaxit,283636,3.22141795076
1,137,Embeedo,219243,3.21945501061
0,138,Embeedo,13754,1.93011819523
1,139,ThoseGuys,224320,1.55514894266
1,140,ThoseGuys,84841,3.43915090278
0,141,ThoseGuys,113342,0.0995859295065
1,142,Breaxit,96262,2.97439463949
1,143,SpeakTown,157132,0.601992054237
0,144,SpeakTown,29703,0.528937846275
1,145,Breaxit,191177,4.67860132749
1,146,Embeedo,94076,3.75070941611
1,147,Breaxit,182451,1.56483821125
1,148,HyperNet,74158,4.68555471767
1,149,Breaxit,160792,4.14086406825
0,150,HyperNet,70304,0.148938572921
1,151,ThoseGuys,218152,1.149893565
1,152,Breaxit,163406,1.05338111676
1,153,ThoseGuys,124021,0.926031810992
1,154,HyperNet,135434,1.18077607482
1,155,ThoseGuys,56031,1.39256976728
1,156,HyperNet,239002,0.714748849548
1,157,SpeakTown,275113,0.800269983111
1,158,ThoseGuys,41406,4.40526911919
1,159,HyperNet,153699,0.390146172761
0,160,Embeedo,38010,1.40267521353
1,161,Breaxit,21319,4.4747611763
1,162,Embeedo,114369,4.7652599128
1,163,Embeedo,272663,0.694971461454
0,164,SpeakTown,39238,0.204660421675
1,165,Breaxit,213509,1.72006840799
1,166,SpeakTown,266200,3.8230943304
1,167,Breaxit,151358,1.25671702596
0,168,Embeedo,3126,2.73696334153
1,169,HyperNet,85802,3.4314777781
1,170,SpeakTown,169639,2.7374175021
1,171,Breaxit,264347,1.70629195882
1,172,ThoseGuys,138999,3.43152983595
1,173,ThoseGuys,197398,4.81792143703
1,174,Breaxit,224147,3.80016356534
1,175,ThoseGuys,299334,4.37776903019
0,176,Embeedo,19896,2.66820242175
1,177,SpeakTown,137926,3.73011770922
1,178,HyperNet,75217,3.57963461
1,179,Embeedo,120206,0.483356506123
1,180,Breaxit,82803,0.770424974155
1,181,SpeakTown,78606,3.45839863092
0,182,ThoseGuys,174320,0.168067675043
1,183,Breaxit,108316,1.67859577503
0,184,Breaxit,20292,2.9685760796
0,185,Breaxit,66905,0.0855764005645
1,186,Breaxit,7898,3.24483052006
1,187,SpeakTown,228093,1.51862759096
1,188,HyperNet,82186,1.40654062591
0,189,Breaxit,1364,0.597255361222
0,190,Embeedo,49119,1.58458455909
1,191,HyperNet,219841,2.6795225643
1,192,SpeakTown,39258,3.62767323588
0,193,HyperNet,42865,0.251721033418
1,194,Embeedo,207462,3.97989534676
1,195,ThoseGuys,139919,3.96306070696
1,196,Breaxit,235866,3.2867267286
1,197,HyperNet,281911,1.82931579759
1,198,Embeedo,138766,3.89507929364
1,199,ThoseGuys,270718,0.433096234244
0,200,Embeedo,287253,0.00771978052819
1,201,Embeedo,100575,0.424030379486
1,202,Embeedo,220559,2.33698512153
1,203,Embeedo,297920,3.07896077967
1,204,Breaxit,130786,3.38896692082
1,205,Breaxit,134026,1.89114021007
1,206,Breaxit,261649,3.91827207848
1,207,Breaxit,39090,4.79682396395
1,208,Embeedo,88176,4.18291277104
1,209,Embeedo,171187,1.4346944165
1,210,Breaxit,208626,1.29695281537
0,211,Breaxit,29790,1.96477609719
1,212,Embeedo,192538,0.293608237219
1,213,ThoseGuys,199653,0.425292155116
1,214,HyperNet,198548,4.25146019035
0,215,Breaxit,2621,0.587766350379
1,216,ThoseGuys,177305,3.16502808012
0,217,HyperNet,13860,0.807629419681
1,218,HyperNet,239801,4.77356318249
1,219,ThoseGuys,108072,0.294771276871
1,220,ThoseGuys,205640,4.58428118812
1,221,ThoseGuys,36979,3.77029667363
0,222,Embeedo,37549,0.492295922157
1,223,SpeakTown,281604,2.75939169604
1,224,SpeakTown,239046,1.60355387946
0,225,Breaxit,49636,0.873519579185
1,226,Embeedo,133506,0.568876021528
1,227,ThoseGuys,114311,4.62521327373
1,228,Breaxit,33012,4.71562890095
0,229,Embeedo,91308,0.596211053125
1,230,Embeedo,72469,4.27805268951
1,231,SpeakTown,222023,1.58236546179
1,232,SpeakTown,6465,3.85873277547
1,233,ThoseGuys,209282,2.23363328192
0,234,Breaxit,8578,1.04109161655
0,235,Embeedo,26899,2.1360886048
1,236,HyperNet,217068,4.01877205371
1,237,Breaxit,137124,1.01982043419
0,238,Breaxit,19964,0.345601802296
1,239,Breaxit,288379,2.34011671361
1,240,SpeakTown,184598,4.23583513938
1,241,SpeakTown,250743,0.308342789343
1,242,SpeakTown,54000,4.31709423972
1,243,ThoseGuys,189741,2.33573634918
0,244,ThoseGuys,177932,0.142165195498
1,245,Breaxit,27591,4.11693133865
1,246,SpeakTown,21630,4.729664216
1,247,ThoseGuys,111772,0.845111850413
1,248,Embeedo,95832,4.34349718627
1,249,Embeedo,86906,2.79866925356
0,250,HyperNet,27118,2.68532927124
1,251,Breaxit,190761,3.71903507531
0,252,HyperNet,237138,0.0930600378536
1,253,HyperNet,76752,2.98675900211
0,254,Embeedo,126649,0.159464541085
1,255,Embeedo,99952,3.3215796611
1,256,Breaxit,1114,4.07515247661
1,257,HyperNet,170231,0.273342513312
1,258,HyperNet,87764,1.31910624352
1,259,Breaxit,219854,4.22610534157
1,260,Embeedo,291423,1.52641747732
1,261,Embeedo,200129,2.27455138637
1,262,Breaxit,270388,0.400666561169
1,263,Embeedo,208810,4.4255849042
1,264,SpeakTown,189521,0.693101934369
1,265,HyperNet,82766,1.2507214303
1,266,SpeakTown,155736,2.36575621652
1,267,HyperNet,195071,4.56108645432
1,268,ThoseGuys,47310,4.90077888545
1,269,ThoseGuys,200404,3.6139258408
1,270,ThoseGuys,168700,0.367124710864
1,271,Breaxit,159650,2.8102221044
0,272,Embeedo,37252,0.942341699204
0,273,Breaxit,29072,0.878088967949
1,274,ThoseGuys,190453,0.935531101487
1,275,HyperNet,70272,4.43867549315
1,276,HyperNet,119264,1.47831548797
0,277,HyperNet,11141,0.422929058153
0,278,SpeakTown,173576,0.149169550775
0,279,Embeedo,35547,2.08121827512
1,280,ThoseGuys,200855,1.49658212226
1,281,Breaxit,216564,2.20700100057
1,282,HyperNet,258820,3.42213278717
1,283,Breaxit,136154,1.79608564452
1,284,ThoseGuys,90107,0.885140399618
1,285,Embeedo,130785,1.5458149901
1,286,ThoseGuys,200725,4.15116448511
1,287,HyperNet,298339,1.53719555558
1,288,HyperNet,50614,0.906525718347
0,289,ThoseGuys,35119,2.51491824946
1,290,Embeedo,105366,0.513255631566
0,291,Embeedo,51698,0.269824651009
1,292,ThoseGuys,265185,1.35002708135
1,293,SpeakTown,148920,0.38563720188
1,294,ThoseGuys,36465,3.96168019348
0,295,Embeedo,29993,1.33021938648
1,296,HyperNet,115851,2.90353228943
1,297,SpeakTown,74134,1.84094948484
1,298,Breaxit,123820,3.61039735548
1,299,HyperNet,99089,3.97941986912
1,300,SpeakTown,195530,0.514512826917
1,301,Breaxit,263361,0.411088342742
0,302,SpeakTown,33807,0.360462536742
1,303,HyperNet,98373,1.67733309547
1,304,SpeakTown,240868,1.61233538212
1,305,HyperNet,53079,4.06294161989
1,306,SpeakTown,169338,2.06364538656
1,307,ThoseGuys,76548,4.67252803802
0,308,Embeedo,294987,0.204944596361
1,309,Embeedo,106395,3.37549662965
1,310,Embeedo,163299,2.38770893143
1,311,SpeakTown,217263,1.22602555365
1,312,SpeakTown,26179,3.93160381599
1,313,Embeedo,35776,3.04040351948
1,314,HyperNet,77252,4.12683649606
1,315,SpeakTown,287963,3.75142270876
1,316,Breaxit,290549,1.71041417951
1,317,SpeakTown,195027,2.77913714423
1,318,Embeedo,23034,4.65313792801
1,319,HyperNet,169563,4.19835759806
1,320,SpeakTown,153917,4.83950239526
1,321,HyperNet,165046,0.882448958332
1,322,ThoseGuys,193524,3.83220002299
1,323,Embeedo,63232,4.75073902952
1,324,ThoseGuys,130787,3.33596331308
1,325,Embeedo,114859,4.82578085273
1,326,SpeakTown,187409,0.356442538594
1,327,HyperNet,90621,2.27961385183
1,328,HyperNet,86450,2.25928986482
1,329,SpeakTown,58419,4.82187540498
1,330,Breaxit,260244,4.88101170629
1,331,HyperNet,161062,2.97021190082
1,332,HyperNet,265957,2.68511209967
1,333,ThoseGuys,103092,0.347570025695
1,334,Breaxit,151156,0.379582028483
1,335,ThoseGuys,123575,4.47322307885
1,336,SpeakTown,252301,0.425418825874
1,337,SpeakTown,152089,1.7897281257
0,338,ThoseGuys,71622,0.254196713914
1,339,HyperNet,147178,3.8653512274
1,340,SpeakTown,36828,3.19868176702
1,341,HyperNet,281363,4.12314544563
1,342,SpeakTown,169439,0.731019174685
1,343,SpeakTown,223691,2.67612893599
0,344,Embeedo,105881,0.0351118027475
1,345,HyperNet,146562,3.1449200715
1,346,HyperNet,205870,3.99742932321
1,347,SpeakTown,235902,2.77142562007
1,348,SpeakTown,282372,1.58304466913
0,349,ThoseGuys,280443,0.199610834593
1,350,HyperNet,71440,4.10908149199
1,351,Breaxit,237455,2.60257536888
1,352,SpeakTown,179544,1.22548842373
1,353,Embeedo,131529,2.05671054917
1,354,Embeedo,146505,1.30718266413
1,355,ThoseGuys,173653,1.63371463568
1,356,HyperNet,35616,4.91475732735
1,357,HyperNet,207497,1.18662146321
1,358,HyperNet,265223,3.65048072426
1,359,ThoseGuys,68151,2.29953153546
0,360,SpeakTown,96924,0.600757820123
0,361,SpeakTown,39576,0.971860489285
1,362,HyperNet,140415,4.33470004818
1,363,HyperNet,144403,1.92712528964
0,364,Embeedo,196748,0.0110334889225
1,365,HyperNet,278448,1.85789108683
1,366,ThoseGuys,215273,2.72857042382
1,367,Breaxit,239353,1.1071115358
1,368,ThoseGuys,296164,3.76715851926
1,369,HyperNet,161441,2.67422611078
1,370,HyperNet,195805,1.19503613483
0,371,Breaxit,48302,0.20884293204
1,372,Embeedo,169843,2.43631306974
1,373,ThoseGuys,288235,1.36255310437
1,374,SpeakTown,244059,2.9259795303
1,375,Breaxit,209661,2.75416029646
1,376,Embeedo,104450,3.51976539704
1,377,Embeedo,111456,1.54049385026
1,378,SpeakTown,100867,0.312168271655
1,379,HyperNet,234637,0.304356465414
0,380,ThoseGuys,181899,0.216149318328
0,381,SpeakTown,49808,0.181639328807
1,382,Breaxit,290151,1.57271195877
1,383,Embeedo,140422,4.48254894422
1,384,Embeedo,29457,4.71265451926
1,385,Breaxit,269948,3.94908994102
1,386,HyperNet,125902,1.42260127938
1,387,SpeakTown,90991,4.05072386135
0,388,SpeakTown,281252,0.0281583488672
1,389,SpeakTown,251110,0.262816641126
1,390,Breaxit,56264,1.97478477899
0,391,Breaxit,5895,0.611878293125
1,392,SpeakTown,161544,3.67231282647
1,393,ThoseGuys,152762,1.68565977345
1,394,Breaxit,62745,4.66128017974
1,395,ThoseGuys,240466,1.78093980412
0,396,Breaxit,147882,0.125488814777
1,397,ThoseGuys,195290,1.83174597909
0,398,Embeedo,45355,2.50561141458
1,399,Breaxit,194167,2.4931671781
1,400,Breaxit,57609,4.25105960717
1,401,Breaxit,128761,1.69191545154
1,402,SpeakTown,1881,4.87119270769
1,403,SpeakTown,168070,4.06907494516
1,404,SpeakTown,233909,2.78697780521
1,405,HyperNet,189705,0.571768125392
1,406,HyperNet,6619,3.57301218125
1,407,Embeedo,217401,1.77922186569
1,408,HyperNet,286124,3.7038156888
1,409,ThoseGuys,187195,1.78928673351
1,410,HyperNet,114592,4.04829247264
1,411,Breaxit,11577,4.49675422986
1,412,SpeakTown,122087,2.46841592286
1,413,SpeakTown,102263,2.03826878426
1,414,Embeedo,8698,3.45586316434
1,415,SpeakTown,212364,1.61562701304
1,416,Embeedo,95480,3.33304623475
1,417,HyperNet,63232,3.64483868157
1,418,Embeedo,200955,3.593690134
1,419,Embeedo,243584,2.59518828364
0,420,Embeedo,4044,0.264780311431
0,421,HyperNet,162958,0.0204003531284
1,422,Embeedo,96875,4.22466068705
1,423,Embeedo,74398,4.91700972115
1,424,Breaxit,183399,1.3205680587
1,425,Breaxit,140138,3.93678571767
0,426,ThoseGuys,17481,0.428693522277
1,427,Breaxit,98710,1.08076968573
1,428,Breaxit,295853,4.7553830615
1,429,HyperNet,75545,1.29439487194
1,430,Embeedo,105263,4.05031331423
1,431,SpeakTown,202965,4.51330031204
1,432,Breaxit,290758,3.57910517517
1,433,Embeedo,73097,3.15219928418
1,434,Embeedo,109939,3.10475956785
1,435,ThoseGuys,252833,3.86364507917
1,436,Breaxit,176143,4.50229033611
1,437,SpeakTown,68780,2.64972578857
1,438,Embeedo,215465,4.15176527815
1,439,ThoseGuys,26568,3.49224192936
1,440,ThoseGuys,287407,2.06623168132
1,441,HyperNet,172364,4.34634533445
1,442,Embeedo,6920,4.32126173717
1,443,SpeakTown,89836,4.49157677943
1,444,HyperNet,158686,0.930152471223
1,445,HyperNet,197917,1.29868169418
1,446,SpeakTown,271123,3.81078204685
1,447,HyperNet,21195,4.96014727647
1,448,SpeakTown,247631,2.13915964469
1,449,Breaxit,287793,1.49775296774
1,450,Breaxit,268121,4.5534467983
1,451,ThoseGuys,282368,2.82664341384
1,452,ThoseGuys,196282,4.98458620604
1,453,Breaxit,205333,1.7266385996
1,454,Embeedo,211295,2.92094864382
1,455,Embeedo,145290,3.85602177269
1,456,HyperNet,172777,1.34731279462
0,457,Embeedo,16829,0.0598815855324
1,458,SpeakTown,50384,1.96545111927
1,459,Embeedo,137819,4.19861772904
1,460,Breaxit,267768,0.953409594248
1,461,ThoseGuys,146521,4.46823394726
1,462,SpeakTown,296390,0.948773879789
0,463,ThoseGuys,1146,2.88093985696
1,464,HyperNet,111220,3.15708103362
1,465,ThoseGuys,66948,1.66772636607
1,466,HyperNet,57617,4.42578100342
0,467,SpeakTown,14541,1.56453920628
1,468,SpeakTown,121921,1.59678067967
1,469,HyperNet,50117,4.57114571015
1,470,ThoseGuys,175784,2.56757748444
1,471,SpeakTown,203602,2.78339269804
1,472,Embeedo,80421,4.33720169079
1,473,Breaxit,142337,3.10852085934
1,474,SpeakTown,228791,4.15811604982
1,475,ThoseGuys,77564,4.74808385581
1,476,SpeakTown,71961,1.83479359462
1,477,ThoseGuys,241987,2.20862779938
1,478,ThoseGuys,219948,0.274186082076
0,479,Breaxit,39410,2.03399169332
1,480,SpeakTown,128587,4.88199229476
1,481,SpeakTown,161697,2.70606055788
1,482,ThoseGuys,15400,4.18539068144
1,483,Embeedo,133235,0.448701673651
0,484,Embeedo,64673,0.617152388433
1,485,Embeedo,195882,3.37590936255
1,486,ThoseGuys,182687,4.63481697649
1,487,Embeedo,157402,3.9472818917
1,488,Embeedo,89525,1.80472845488
1,489,ThoseGuys,125149,1.1291885944
1,490,ThoseGuys,266685,1.3037827759
1,491,Embeedo,142244,2.95326876837
1,492,ThoseGuys,62069,4.42965514287
0,493,ThoseGuys,40442,0.646520573572
1,494,Embeedo,157365,1.88703554927
1,495,Embeedo,293711,3.97179115744
1,496,HyperNet,39018,3.11079628037
1,497,Breaxit,6467,3.74465474563
1,498,Breaxit,237539,2.0690478133
1,499,ThoseGuys,268593,3.99082727555
0,500,HyperNet,49791,1.06297759474
1,501,SpeakTown,211607,3.0991779555
1,502,Embeedo,135786,2.69821689607
1,503,Embeedo,228674,3.87189608273
1,504,SpeakTown,66769,2.28826476192
1,505,Breaxit,97791,3.57567784621
1,506,HyperNet,180387,2.12545954656
1,507,Breaxit,157525,1.14830175797
1,508,ThoseGuys,173146,3.33213830351
1,509,ThoseGuys,61722,4.31857874493
1,510,HyperNet,187880,2.08680815077
1,511,Breaxit,213196,1.35062185044
0,512,HyperNet,38350,2.32359380071
1,513,Breaxit,272178,3.62632862439
1,514,Embeedo,212401,0.428391171848
0,515,HyperNet,11589,0.65377372169
1,516,Embeedo,251340,1.10943539575
1,517,HyperNet,180932,1.44676451366
1,518,ThoseGuys,240719,1.49781917933
1,519,Embeedo,121023,0.65439416241
1,520,ThoseGuys,82688,1.36607990645
1,521,SpeakTown,218435,2.22115818498
1,522,ThoseGuys,270519,1.99252378385
1,523,ThoseGuys,292884,3.53676879689
1,524,ThoseGuys,218071,4.03276389627
1,525,Breaxit,176350,0.546769580306
0,526,Embeedo,41659,2.57462151176
1,527,ThoseGuys,131502,2.21821450699
1,528,Embeedo,178565,0.960116504943
0,529,ThoseGuys,1931,1.29274118666
1,530,ThoseGuys,138418,3.54975744102
1,531,ThoseGuys,180688,2.12447652829
1,532,SpeakTown,289687,1.29568358986
1,533,ThoseGuys,294010,1.35847141534
1,534,Embeedo,296913,2.84421391888
1,535,HyperNet,154917,1.92608724459
1,536,Breaxit,83951,4.1925955614
1,537,SpeakTown,174104,1.39561715538
1,538,ThoseGuys,110460,3.25821575184
1,539,SpeakTown,258881,0.330687244501
1,540,SpeakTown,266582,4.36848416159
1,541,Breaxit,177245,2.78716183088
1,542,Breaxit,184859,0.621632738966
1,543,Breaxit,284391,2.73258739054
0,544,ThoseGuys,14171,2.68919717755
0,545,Embeedo,8491,0.0729562483852
1,546,SpeakTown,293810,0.479095038723
1,547,Embeedo,227790,0.776546276462
0,548,Embeedo,4620,2.67353262447
0,549,Embeedo,11931,0.750826453312
1,550,SpeakTown,138397,1.06803649316
1,551,ThoseGuys,76035,4.27048107147
1,552,ThoseGuys,105388,1.08362050212
1,553,SpeakTown,170082,3.55410691124
1,554,HyperNet,193150,1.12671831477
1,555,Breaxit,180149,2.7789278911
1,556,Breaxit,160901,2.84307615345
1,557,Embeedo,293279,1.8832789334
1,558,ThoseGuys,97473,3.62820502605
1,559,SpeakTown,88313,3.68674151633
1,560,HyperNet,79979,1.87311425034
1,561,HyperNet,137611,1.39230212784
1,562,HyperNet,267196,0.646727705428
1,563,HyperNet,157025,0.884826970907
1,564,Embeedo,242601,0.285491629633
1,565,Embeedo,154364,2.44818241542
1,566,Breaxit,110501,3.31196388836
1,567,Breaxit,115001,3.78297509559
1,568,ThoseGuys,87198,4.55812027385
1,569,Embeedo,195159,0.916212534916
1,570,ThoseGuys,297047,3.22322353353
1,571,SpeakTown,268161,4.13460768892
1,572,ThoseGuys,157878,4.69686275809
1,573,HyperNet,290841,0.973010604423
1,574,Embeedo,161925,0.830784911462
1,575,SpeakTown,61923,4.45496931194
0,576,Embeedo,154032,0.219809886265
1,577,HyperNet,10117,3.40289277099
0,578,Embeedo,71680,0.648307363598
1,579,Breaxit,237969,1.47665292457
1,580,HyperNet,190200,1.18868371266
1,581,Breaxit,69314,2.72000589199
1,582,SpeakTown,220579,0.326520938252
1,583,HyperNet,182093,4.49338649748
1,584,HyperNet,190097,1.04530327458
1,585,ThoseGuys,262199,4.8114652513
0,586,HyperNet,78475,0.299950543048
1,587,Embeedo,95865,2.34062220565
1,588,SpeakTown,136819,1.09247141848
1,589,Embeedo,27959,4.5862571727
1,590,HyperNet,144992,4.33537884688
1,591,SpeakTown,282211,1.92578730761
1,592,HyperNet,138270,1.55505549469
0,593,Breaxit,14678,2.98966004366
0,594,ThoseGuys,116746,0.075884909448
1,595,HyperNet,23716,3.11139009257
0,596,Embeedo,4430,0.954158325868
1,597,SpeakTown,286256,1.56292332895
1,598,SpeakTown,108751,2.09988761256
0,599,ThoseGuys,49692,0.696785695024
1,600,Breaxit,233175,2.99622978175
1,601,Breaxit,179321,2.23085458548
1,602,SpeakTown,70421,4.58313614114
0,603,Embeedo,19522,0.311578221824
1,604,Breaxit,136984,4.68518717815
1,605,Embeedo,117646,0.824216350816
1,606,HyperNet,299544,0.774448609805
1,607,SpeakTown,281413,2.08161459438
1,608,HyperNet,112721,2.14076346208
1,609,SpeakTown,86355,3.96395185014
1,610,ThoseGuys,167255,3.70908457616
1,611,HyperNet,72735,4.67769621025
1,612,Embeedo,59924,3.75549051977
1,613,SpeakTown,231495,3.35009560421
1,614,Embeedo,208029,0.373562469547
1,615,Embeedo,217432,2.70459682689
1,616,Embeedo,130977,1.29075599568
1,617,Embeedo,108614,3.92374114726
1,618,HyperNet,184291,3.59503126058
1,619,HyperNet,159567,1.21404734436
1,620,SpeakTown,232487,3.49026326928
1,621,Embeedo,154171,3.54785983224
1,622,Embeedo,281826,3.39126715722
1,623,HyperNet,219756,4.30947105697
1,624,Breaxit,163128,2.1205180505
0,625,Embeedo,6695,0.112655651835
1,626,ThoseGuys,238384,2.19018504735
1,627,Breaxit,99656,4.47189363764
1,628,Embeedo,202862,0.700891028981
1,629,Breaxit,126837,1.69312024786
1,630,ThoseGuys,167458,2.50485827622
1,631,Embeedo,281725,2.9125437459
0,632,ThoseGuys,33278,2.08436342153
1,633,SpeakTown,64,4.43479243164
1,634,Breaxit,159847,1.6514476997
1,635,HyperNet,25732,3.95184574576
1,636,HyperNet,241099,0.391522521832
1,637,ThoseGuys,188195,2.90329291296
1,638,SpeakTown,101775,2.97816469201
1,639,Embeedo,32739,4.21702477481
0,640,Embeedo,8277,2.14735190728
1,641,ThoseGuys,122486,2.94360257266
1,642,SpeakTown,225317,2.47704760828
1,643,Breaxit,12336,3.81265818978
1,644,ThoseGuys,132403,4.29204832404
1,645,Breaxit,76391,3.38628015293
1,646,Embeedo,52719,1.74644337036
1,647,Embeedo,65370,2.70468114652
1,648,SpeakTown,286983,1.12904857233
1,649,HyperNet,221768,1.91532572252
1,650,ThoseGuys,235112,2.38777500982
1,651,Breaxit,248714,3.37900100886
1,652,Breaxit,37490,4.42660717611
1,653,ThoseGuys,127945,3.48900904416
1,654,ThoseGuys,32015,3.7819889223
0,655,Breaxit,94199,0.650531924916
0,656,ThoseGuys,168405,0.0492078742388
1,657,SpeakTown,176286,0.486137745256
1,658,HyperNet,126973,1.73483192987
1,659,HyperNet,131346,0.75001258212
1,660,SpeakTown,251528,2.10279860579
0,661,Embeedo,185632,0.16514055054
1,662,Embeedo,223994,0.939716230278
1,663,Breaxit,126872,4.21505030514
1,664,SpeakTown,144821,2.56280700029
0,665,Embeedo,33476,0.963790663503
1,666,ThoseGuys,92098,4.29909343741
1,667,HyperNet,290140,2.97511280701
1,668,Embeedo,122515,1.82126833277
1,669,SpeakTown,190203,0.432210665522
1,670,Breaxit,157924,0.501695917438
1,671,Breaxit,116150,1.31888834537
1,672,Embeedo,94267,2.92230847099
0,673,HyperNet,24026,0.196536440443
0,674,Breaxit,193798,0.222359713128
1,675,SpeakTown,126863,3.73439988462
1,676,HyperNet,165138,2.85972362384
1,677,Embeedo,74672,2.83214680654
